screen_names,texts
mariadelima_uy,RT @oppuruguay: Tejedoras rurales de Cerro Chato y Treinta y Tres se capacitan y emprenden juntas. Accedé a la cobertura del evento del vie…
rikagimnz1,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
_romii_1,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
juansamuelle,"RT @ObservadorAgro: Uriarte, en su discurso en la Rural del Prado, habló de un nuevo motor en la economía uruguaya y sorprendió a muchos. h…"
anacolmann,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
RodrigoN_17,RT @oppuruguay: Tejedoras rurales de Cerro Chato y Treinta y Tres se capacitan y emprenden juntas. Accedé a la cobertura del evento del vie…
red_mango3,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
ObservadorAgro,"RT @ObservadorAgro: Uriarte, en su discurso en la Rural del Prado, habló de un nuevo motor en la economía uruguaya y sorprendió a muchos. h…"
DetomasiBeatriz,"RT @Enrique23184247: “Yo estoy con el campo”: el mensaje de Lacalle en el acto de cierre de la Expo Prado 2020
***NO VOTO LAS 8 HS DEL TRAB…"
DiarioCambios,RT @oppuruguay: Tejedoras rurales de Cerro Chato y Treinta y Tres se capacitan y emprenden juntas. Accedé a la cobertura del evento del vie…
oppuruguay,Tejedoras rurales de Cerro Chato y Treinta y Tres se capacitan y emprenden juntas. Accedé a la cobertura del evento… https://t.co/T2eepSgKBu
Claudia57844742,"RT @Enrique23184247: “Yo estoy con el campo”: el mensaje de Lacalle en el acto de cierre de la Expo Prado 2020
***NO VOTO LAS 8 HS DEL TRAB…"
horacioba,"RT @Enrique23184247: “Yo estoy con el campo”: el mensaje de Lacalle en el acto de cierre de la Expo Prado 2020
***NO VOTO LAS 8 HS DEL TRAB…"
ObservadorAgro,"Uriarte, en su discurso en la Rural del Prado, habló de un nuevo motor en la economía uruguaya y sorprendió a mucho… https://t.co/XRk81mUJEd"
Katheri91854937,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
dncdelendaest,Wtf is this shit? El libro negro del comunismo: versión intendencia de Montevideo? Hay un espectro en el rural del… https://t.co/3DVSHRssH1
marina382,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
donatellagp,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
riveronoelia1,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
mvd_si,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
Miicaaa_aa,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
milu15_3,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
lamamaluchona,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
WillieHambrook,"RT @ObservadorUY: La primera dama volvió a visitar la Rural del Prado y en el Galpón de Ventas fue protagonista en medio de esquilas, jura…"
josefinamrtnzz,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
berdiaa,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
Mardtu,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
DavidFe63739351,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
DavidFe63739351,"RT @PaolaMontero250: Sábado de militancia en la Rural del Prado!!!
Laura Raffo Intendenta!!
Vamos que vamos !!!! #sipodemos https://t.co/rS…"
DavidFe63739351,RT @FaleroAndres: Tempranito en la Rural del Prado militando el cambio que Montevideo necesita con #LauraRaffoIntendente https://t.co/1xSuk…
LeoooSuarez,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
sebamar77,"RT @1891_curcc: Salió multa generalizada en la Rural del Prado, la Intendencia mandó a los inspectores. https://t.co/y6Ah161L37"
melviraochoa,"RT @oppuruguay: Tejedoras rurales de Cerro Chato y Treinta y Tres exponen sus productos en la Rural del Prado, acompañadas por @beatrizargi…"
mayomensa,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
cisco_fran_,"RT @Casigoleador: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
WilhingtonVazq1,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
victoriaa_m19,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
miicaelalopez6,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
Casigoleador,"Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
qsyoman,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
Fugaz_eta,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
romiii_borges,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
GabrielaCEstech,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
chita_loba,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
Manueladelpuert,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
beatriz11197552,"La gente ya no le cree a este virus selectivo que ataca en las ferias, pero no en la rural del Prado Dejen trabajar no mientan ➕ !"
micaformento,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
Castro3994,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
Alejand03662179,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
laraacou,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
valenpereraaa,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
rodrigoviera0,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
La_July8,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
LucianoRochaaa,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
ConTodoRespetoY,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
MariaPe07593237,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
CarlonchoManuel,Segunda entrega de @GorgaFederico https://t.co/Tfk81g43rw
a_lejandro77,Y el asadito de la rural del prado? https://t.co/C0qCCJP9vA
mariodtm,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
juansamuelle,"RT @ObservadorUY: La primera dama volvió a visitar la Rural del Prado y en el Galpón de Ventas fue protagonista en medio de esquilas, jura…"
fioretorres95,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
nachogonzalez_5,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
Micaa_Alvarez,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
vale_sa_ok,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
MariaGomensoro,"RT @SUL_uy: #guarderiadecorderos 
SUL en Expo Prado 2020🌱🐑

Agradecemos a la Asociación Rural del Uruguay por la organización y colaboració…"
elkafkarudo,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
Pexi_,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
Peluatami1,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
VaninaPiriz07,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
commeteesta,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
CX2AM,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
sweeturtu,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
outxfworld,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
maite_perilli,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
jxliettt,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
psab11,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
tina_ache,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
Mara24600731,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
Supermancitoo,"RT @upmunicipioc: LA IZQUIERDA ESTÁ EN EL BARRIO

Nos acompañó Michael Dicmarch alcalde por la rural del prado.
Repartimos listas y convers…"
juIietamedina,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
matildetoledo1,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
maaruguerrero,"RT @Jomsito31: Se ve que el covid es selectivo, no podes ir a ver un partido de liga universitaria pero si a la rural del prado, un show lo…"
RomitaLapaz,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
camzferrer_,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
LaPrensaUy,"Ventas en la Rural de Expo Prado 2020: Culminada una nueva edición de la Expo Prado, la Asociación Rural del Urugua… https://t.co/iBLfzrsWBQ"
flordenecia,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
danieladmf,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
TvColonia,"Suplemento Rural, programa del 20 de setiembre, parte 3-5
Con Luis Lacalle Pou en la Expo Prado 2020 y el Ing. Agr.… https://t.co/PJQqQsAPw4"
PureHeroine95,"RT @unPUTEmas: Al Perillas le dio tiempo para ir 3 veces a la rural del Prado, viajar a salto, inaugurar obras del FA, inaugurar mi nuevo b…"
cjs_1891,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
xmsofi,15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
SofSoria,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
waltersena8,"RT @LeandroUretaOk: Hoy en #LoQueEstáPasando: 

Feria del libro suspendida 📚❌
Rural del prado a full 💃🏻🕺🏻
El dilema de la UAM 🥴🤷🏻‍♂️
Aument…"
sandiaz81,"RT @Enrique23184247: “Yo estoy con el campo”: el mensaje de Lacalle en el acto de cierre de la Expo Prado 2020
***NO VOTO LAS 8 HS DEL TRAB…"
Belencittaaaaa,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
cafeconbacardi,como vas a ir x voluntad propia a la rural del prado
NancyBerrondo1,@Alfredolara29 En 5 años vendrà el fin de quienes avalan los discursos de Capurro ( Rural del Prado)
paulisilver1,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
xdiazzzz,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
BoninoNora,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
FloorTolosa7,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
JuliLibonatti,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
DOscar00,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
tinosamandu,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
Lulyynu,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
jorge707ro,RT @AlfredoBrocco: Terminado casi la Rural del Prado 2020...A los que fueron no leas pareció una súper Rural sana.. este año por suerteeeee…
LulyTano,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
7RAlallon,"RT @Jomsito31: Se ve que el covid es selectivo, no podes ir a ver un partido de liga universitaria pero si a la rural del prado, un show lo…"
sofiburgueno,"RT @Enrique23184247: “Yo estoy con el campo”: el mensaje de Lacalle en el acto de cierre de la Expo Prado 2020
***NO VOTO LAS 8 HS DEL TRAB…"
zaiisuarez09,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
ignacio_buffa,"RT @ObservadorAgro: El fuerte respaldo de Lorena Ponce de León en la Rural del Prado a un sector en crisis.
✍️Informe exclusivo para suscri…"
ObservadorUY,"La primera dama volvió a visitar la Rural del Prado y en el Galpón de Ventas fue protagonista en medio de esquilas,… https://t.co/6Vr0uXtkh3"
Ignaciotujillo9,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
CamiCharquero,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
joselui74706471,@MarosaOnia No te olvides de la Rural del prado
kasandra_macedo,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
micago78,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
victoria_3416,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
Martina15537595,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
ClgoniL,"RT @ObservadorAgro: El fuerte respaldo de Lorena Ponce de León en la Rural del Prado a un sector en crisis.
✍️Informe exclusivo para suscri…"
camboue,"RT @ObservadorAgro: El fuerte respaldo de Lorena Ponce de León en la Rural del Prado a un sector en crisis.
✍️Informe exclusivo para suscri…"
NicoBFL,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
IrenePertuso,"RT @unPUTEmas: Al Perillas le dio tiempo para ir 3 veces a la rural del Prado, viajar a salto, inaugurar obras del FA, inaugurar mi nuevo b…"
DianaMautone1,Se dieron cuenta q todos los años llovía en la Rural del Prado? Este año ni un día. Pregunto será síntoma de Buen Augurio?
PabloAlfano,RT @informenacional: Este fin de semana finalizó la exposición de la Rural del Prado con un balance “muy positivo” en cuanto a la participa…
Gabi62782720,"RT @Enrique23184247: “Yo estoy con el campo”: el mensaje de Lacalle en el acto de cierre de la Expo Prado 2020
***NO VOTO LAS 8 HS DEL TRAB…"
Ignacio5784,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
miliii_cabrera,"RT @Jomsito31: Se ve que el covid es selectivo, no podes ir a ver un partido de liga universitaria pero si a la rural del prado, un show lo…"
CaracoRobert,"RT @LeandroUretaOk: Hoy en #LoQueEstáPasando: 

Feria del libro suspendida 📚❌
Rural del prado a full 💃🏻🕺🏻
El dilema de la UAM 🥴🤷🏻‍♂️
Aument…"
lalodaverede,"RT @1891_curcc: Salió multa generalizada en la Rural del Prado, la Intendencia mandó a los inspectores. https://t.co/y6Ah161L37"
ObservadorAgro,"RT @ObservadorAgro: El fuerte respaldo de Lorena Ponce de León en la Rural del Prado a un sector en crisis.
✍️Informe exclusivo para suscri…"
pabloernesto73,"RT @Enrique23184247: “Yo estoy con el campo”: el mensaje de Lacalle en el acto de cierre de la Expo Prado 2020
***NO VOTO LAS 8 HS DEL TRAB…"
nestorgf59,"RT @sebas166019: Monseñor Sturla estuvo en la Rural del Prado.
¿Alguna vez fue a las ollas populares?"
Enanobacteria,"RT @unPUTEmas: Al Perillas le dio tiempo para ir 3 veces a la rural del Prado, viajar a salto, inaugurar obras del FA, inaugurar mi nuevo b…"
MiaAlmandos_,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
