userFromName,userFromId,userToId,userToName
AndresMdf182,307361776.0,7.9167102057916e+17,mahur05
DavidGalMen1,1.2023343186784215e+18,7.9167102057916e+17,mahur05
SlNPlEDAD,2784619792.0,7.9167102057916e+17,mahur05
Alfredo45642669,1.2705189370091725e+18,7.9167102057916e+17,mahur05
wfeijo08,2584338322.0,7.9167102057916e+17,mahur05
KokeTrainer,7.47205588787028e+17,7.9167102057916e+17,mahur05
gfcrisera,3371440697.0,7.9167102057916e+17,mahur05
bebaschenini,426144922.0,7.9167102057916e+17,mahur05
semilla2024,9.18980969889239e+17,7.9167102057916e+17,mahur05
Rafaeltt591,1.039984351579177e+18,7.9167102057916e+17,mahur05
Gonzalo48Lalo,1.0407046168523489e+18,7.9167102057916e+17,mahur05
DANIELLATORREA3,1.123338441943593e+18,7.9167102057916e+17,mahur05
Susanariccetto1,1.0758670014809866e+18,7.9167102057916e+17,mahur05
ceroestresssss,2856029219.0,7.9167102057916e+17,mahur05
Andres14031985,1.0885438715949097e+18,7.9167102057916e+17,mahur05
LaVerda51352064,1.267591433873232e+18,7.9167102057916e+17,mahur05
ojopterouy,7.16381190719148e+17,7.9167102057916e+17,mahur05
Mercedi97449162,1.1909677008703078e+18,7.9167102057916e+17,mahur05
ismacaste,1.1320428113129226e+18,7.9167102057916e+17,mahur05
koricanchi,9.428299831473971e+17,7.9167102057916e+17,mahur05
ConcepcinRolln1,1.0976324502037955e+18,7.9167102057916e+17,mahur05
claucecill,307476889.0,7.9167102057916e+17,mahur05
Juana75141269,1.2367050276344832e+18,7.9167102057916e+17,mahur05
SuarezGladys,147726916.0,7.9167102057916e+17,mahur05
Lahamgatt,196554333.0,7.9167102057916e+17,mahur05
lucia_minutti,2411869212.0,7.9167102057916e+17,mahur05
solermar8,1.0448698225620951e+18,7.9167102057916e+17,mahur05
LeivasRaul,1.2694564331013857e+18,7.9167102057916e+17,mahur05
joselinerosa82,2557849888.0,7.9167102057916e+17,mahur05
TessaBlanca,1.296126871277654e+18,7.9167102057916e+17,mahur05
MaraIsabelMor13,8.778761144206254e+17,7.9167102057916e+17,mahur05
CHARRUA10,156245580.0,7.9167102057916e+17,mahur05
GontadeLucia,1.0936597699010642e+18,7.9167102057916e+17,mahur05
tianannita,7.137688100760494e+17,7.9167102057916e+17,mahur05
Salto_Noticias,4906226260.0,7.9167102057916e+17,mahur05
elisouto55,7.253281376561111e+17,7.9167102057916e+17,mahur05
lourdesfumero,438848258.0,7.9167102057916e+17,mahur05
Avatar48350112,1.179620390454403e+18,7.9167102057916e+17,mahur05
elhaelhita,157776761.0,7.9167102057916e+17,mahur05
Alberto2307,802934778.0,7.9167102057916e+17,mahur05
MillorLujan,1.0529164598343639e+18,328625269.0,carlosvarela02
Nemonaresusana1,1.1108454290659615e+18,328625269.0,carlosvarela02
awaleman1,2693534743.0,328625269.0,carlosvarela02
PosseNancy59,7.892000376915313e+17,328625269.0,carlosvarela02
AliciaB11037130,1.2857177065457828e+18,328625269.0,carlosvarela02
chizodelca,8.49954716490625e+17,328625269.0,carlosvarela02
tozurdo,119449145.0,328625269.0,carlosvarela02
andreavils1506,3124420605.0,328625269.0,carlosvarela02
tereaxe78,254537665.0,328625269.0,carlosvarela02
ml_musto,1559442102.0,328625269.0,carlosvarela02
ElPipaenLaPaz,1.2199911564335718e+18,328625269.0,carlosvarela02
kamba_lucy,1.0617684234395894e+18,328625269.0,carlosvarela02
tinginda,7.715196951786332e+17,328625269.0,carlosvarela02
ubidominans,427830008.0,328625269.0,carlosvarela02
laresistencia72,1367991289.0,328625269.0,carlosvarela02
Sofamansillaeco,9.381928010235617e+17,328625269.0,carlosvarela02
inesgardil,218143641.0,328625269.0,carlosvarela02
Mabel546,1.0451170287330017e+18,328625269.0,carlosvarela02
Manya09270302,1.1125246756812636e+18,328625269.0,carlosvarela02
antonio47074983,9.656700480053494e+17,328625269.0,carlosvarela02
Viruviru20,1.038253025515778e+18,328625269.0,carlosvarela02
mariareyesflore,141329027.0,328625269.0,carlosvarela02
StellaValverde,165206226.0,328625269.0,carlosvarela02
adriana77507451,1.201257886179119e+18,328625269.0,carlosvarela02
arielsaporiti,559954428.0,328625269.0,carlosvarela02
CristinaFigliol,2557772984.0,328625269.0,carlosvarela02
AnaJesu40725925,1.2380903729680384e+18,328625269.0,carlosvarela02
MillorLujan,1.0529164598343639e+18,328625269.0,carlosvarela02
MillorLujan,1.0529164598343639e+18,328625269.0,carlosvarela02
Nemonaresusana1,1.1108454290659615e+18,328625269.0,carlosvarela02
awaleman1,2693534743.0,328625269.0,carlosvarela02
PosseNancy59,7.892000376915313e+17,328625269.0,carlosvarela02
AliciaB11037130,1.2857177065457828e+18,328625269.0,carlosvarela02
chizodelca,8.49954716490625e+17,328625269.0,carlosvarela02
tozurdo,119449145.0,328625269.0,carlosvarela02
andreavils1506,3124420605.0,328625269.0,carlosvarela02
tereaxe78,254537665.0,328625269.0,carlosvarela02
ml_musto,1559442102.0,328625269.0,carlosvarela02
ElPipaenLaPaz,1.2199911564335718e+18,328625269.0,carlosvarela02
kamba_lucy,1.0617684234395894e+18,328625269.0,carlosvarela02
tinginda,7.715196951786332e+17,328625269.0,carlosvarela02
ubidominans,427830008.0,328625269.0,carlosvarela02
laresistencia72,1367991289.0,328625269.0,carlosvarela02
Sofamansillaeco,9.381928010235617e+17,328625269.0,carlosvarela02
inesgardil,218143641.0,328625269.0,carlosvarela02
Mabel546,1.0451170287330017e+18,328625269.0,carlosvarela02
Manya09270302,1.1125246756812636e+18,328625269.0,carlosvarela02
antonio47074983,9.656700480053494e+17,328625269.0,carlosvarela02
Viruviru20,1.038253025515778e+18,328625269.0,carlosvarela02
mariareyesflore,141329027.0,328625269.0,carlosvarela02
StellaValverde,165206226.0,328625269.0,carlosvarela02
adriana77507451,1.201257886179119e+18,328625269.0,carlosvarela02
arielsaporiti,559954428.0,328625269.0,carlosvarela02
CristinaFigliol,2557772984.0,328625269.0,carlosvarela02
AnaJesu40725925,1.2380903729680384e+18,328625269.0,carlosvarela02
HermandadPro,1.2521769414043484e+18,328625269.0,carlosvarela02
1891nacho,355202135.0,328625269.0,carlosvarela02
Mikaela125carta,2189400882.0,328625269.0,carlosvarela02
Rojoazulyblanc1,1.2004629039436063e+18,328625269.0,carlosvarela02
La_July8,2484849733.0,328625269.0,carlosvarela02
tatitadani,2592262008.0,328625269.0,carlosvarela02
Sergio12051,1.0126626020009492e+18,328625269.0,carlosvarela02
estefaniadebert,3848651188.0,328625269.0,carlosvarela02
FerrariLylian,1.050900657010561e+18,328625269.0,carlosvarela02
WIFV5,1.2725107826648392e+18,328625269.0,carlosvarela02
