,afinidad,pageranks,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,clustering,eigencentrality,protected,verified,followers_count,friends_count,statuses_count
1045,,0.00042699999999999997,0.268467,0.288945,0.0009289999999999999,0.001335,0.000601,0.25,0.010388,,,,,
1046,,0.0006360000000000001,0.276713,0.29832600000000004,0.003055,0.000759,0.000726,0.0,0.011514,False,False,780.0,495.0,12045.0
1047,,0.000123,0.17188,0.179901,0.0,0.0,0.001544,0.0,0.0,False,False,42.0,56.0,20603.0
1048,,0.000123,0.17188,0.179901,0.0,0.0,0.001544,0.0,0.0,False,False,502.0,541.0,9293.0
1049,,0.000286,0.239654,0.253479,8e-06,9.7e-05,1.8e-05,0.666667,0.00025299999999999997,False,False,646.0,353.0,7651.0
1050,,0.000338,0.27824699999999997,0.29417,0.003163,0.000858,4.9e-05,0.13333299999999998,0.001196,False,False,2352.0,1515.0,11831.0
1051,,0.000241,0.243193,0.260573,1.1e-05,9.7e-05,7.000000000000001e-06,0.333333,0.00016,False,False,811.0,406.0,44580.0
1052,,0.000123,0.277924,0.295798,0.0,0.0,0.001542,0.0,0.0,False,False,422.0,1008.0,7559.0
1053,,0.000152,0.274479,0.30341999999999997,3e-06,0.003616,0.002384,0.083333,0.012414,False,False,156.0,210.0,11227.0
1054,,0.000147,0.31146599999999997,0.332464,2.4e-05,0.001923,0.001344,0.0,0.011843000000000001,False,False,158.0,161.0,9301.0
1055,,0.000331,0.26833,0.28641500000000003,0.0013,0.000524,0.00032,0.0,0.004639,False,False,1095.0,937.0,72305.0
1056,,0.00040300000000000004,0.27060300000000004,0.290763,0.00151,0.002111,0.000653,0.333333,0.018292,False,False,184.0,264.0,3792.0
1057,,0.00115,1.0,1.0,0.0,0.0,1.4000000000000001e-05,0.0,0.00015800000000000002,True,False,839.0,1529.0,17898.0
1058,,0.000123,0.229647,0.244842,0.0,0.0,0.0005110000000000001,0.0,0.0,False,False,303.0,296.0,6368.0
1059,,0.000196,0.240914,0.256742,0.001057,5.3e-05,0.000535,0.0,0.000123,,,,,
1060,,0.000582,0.25035599999999997,0.26570900000000003,0.000212,0.000992,0.00021,0.47618999999999995,0.00412,,,,,
1061,,0.00021600000000000002,0.208589,0.217506,0.0,6e-06,5.3e-05,0.0,0.000434,False,False,1530.0,2717.0,319899.0
1062,,0.00015900000000000002,0.26991,0.29246,2e-06,0.0025859999999999998,0.001037,0.0,0.008313,,,,,
1063,,0.000272,0.23396199999999998,0.248009,0.0008320000000000001,0.004688,0.0004980000000000001,0.333333,0.025062,False,False,123.0,195.0,22028.0
1064,,0.000123,0.21951700000000002,0.23476100000000003,0.0,0.0,0.000758,0.0,0.0,False,False,35.0,47.0,269.0
1065,,0.000611,0.283105,0.298848,0.0032049999999999995,0.000293,0.000204,0.047619,0.002578,False,False,1171.0,722.0,17909.0
1066,,0.00061,0.27678600000000003,0.294926,0.002773,0.000499,0.000314,0.2,0.005332,False,False,1847.0,799.0,22321.0
1067,,0.000293,0.221429,0.23214200000000002,0.002137,0.0,2.4e-05,0.0,0.000335,False,False,700.0,875.0,21988.0
1068,,0.000817,1.0,1.0,0.0,0.0,0.0,0.0,5.6999999999999996e-05,,,,,
1069,,0.00027,0.272,0.287576,0.00022200000000000003,0.000458,0.000151,0.0,0.002219,False,False,718.0,699.0,38813.0
1070,,0.000231,0.27277399999999996,0.289344,0.000117,0.000462,0.000516,0.166667,0.0022600000000000003,False,False,575.0,566.0,34416.0
1071,,0.000336,0.21981199999999998,0.228042,0.000328,3.6e-05,8e-05,0.0,0.0006190000000000001,False,False,2465.0,1799.0,70660.0
1072,,0.000495,0.26205900000000004,0.275809,0.002131,0.000131,0.00022,0.0,0.001702,False,False,838.0,328.0,25360.0
1073,,0.0006129999999999999,0.224877,0.236777,0.005731,0.000331,8.1e-05,0.053571,0.0010949999999999998,False,False,976.0,753.0,84631.0
1074,,0.000221,0.21776900000000002,0.22489699999999999,0.0,3.6e-05,7.900000000000001e-05,0.0,0.000542,False,False,589.0,895.0,21502.0
1075,,0.000188,0.22735100000000003,0.235314,0.0,6.3e-05,1.8e-05,0.0,0.000162,,,,,
1076,,0.0006349999999999999,0.22004200000000002,0.23130799999999999,0.002246,9.1e-05,1e-05,0.0,0.00041500000000000006,False,False,232.0,293.0,8901.0
1077,,0.00021600000000000002,0.22516599999999998,0.23566199999999998,0.0,0.00018999999999999998,9e-06,1.0,0.00028900000000000003,False,False,1537.0,914.0,4775.0
1078,,0.000993,0.2635,0.283094,0.006711,0.003368,0.000391,0.190909,0.017129,False,False,1656.0,1363.0,32555.0
1079,,0.000132,0.25161100000000003,0.271671,0.0,0.000563,0.000397,0.0,0.0011769999999999999,False,False,810.0,830.0,21074.0
1080,,0.000123,0.209242,0.223588,0.0,0.0,0.00016999999999999999,0.0,0.0,False,False,67.0,165.0,783.0
1081,,0.00020299999999999997,0.228237,0.237896,0.000771,0.000776,0.000135,0.0,0.003981,True,False,998.0,481.0,58865.0
1082,,0.0005059999999999999,0.20666700000000002,0.213662,2.8000000000000003e-05,0.0042899999999999995,8e-05,0.038462,0.018462,False,False,1745.0,100.0,1921.0
1083,,0.00039,0.23053400000000002,0.239461,0.001062,5.5e-05,1.2e-05,0.0,0.000286,False,False,1841.0,1611.0,75677.0
1084,,0.000728,0.196678,0.20753600000000003,0.002172,5.2000000000000004e-05,7.000000000000001e-06,0.0,0.000229,,,,,
1085,,0.000608,0.208837,0.219815,0.0016010000000000002,7.6e-05,1.4999999999999999e-05,0.0,0.000288,False,False,1088.0,1013.0,22973.0
1086,,0.000292,0.252213,0.26965100000000003,0.000381,0.000924,0.000123,0.166667,0.0008269999999999999,False,False,750.0,717.0,6840.0
1087,,0.00024900000000000004,0.22813899999999998,0.23884899999999998,4e-06,2e-06,8.6e-05,0.666667,0.000122,False,False,792.0,483.0,39568.0
1088,,0.000123,0.25143000000000004,0.26154099999999997,0.0,0.0,0.000121,0.0,0.0,False,False,336.0,322.0,3151.0
1089,,0.000737,0.22555100000000003,0.238157,0.00245,7.2e-05,6.6e-05,0.119048,0.00047999999999999996,False,False,605.0,356.0,55411.0
1090,,0.000123,0.220435,0.228008,0.0,0.0,5.5e-05,0.0,0.0,,,,,
1091,,0.000184,0.220502,0.22806700000000002,6.1e-05,0.0,5.5e-05,0.0,5.7999999999999994e-05,,,,,
1092,,0.00016999999999999999,0.222786,0.231593,2.9999999999999997e-05,3.6e-05,5.6000000000000006e-05,0.0,7.7e-05,False,False,243.0,376.0,20209.0
1093,,0.000123,0.220435,0.228008,0.0,0.0,5.5e-05,0.0,0.0,False,False,38.0,100.0,957.0
1094,,0.000281,0.230837,0.241344,0.0008449999999999999,6.6e-05,5.5e-05,0.0,0.00028,,,,,
1095,,0.000123,0.220435,0.228008,0.0,0.0,5.5e-05,0.0,0.0,,,,,
1096,,0.000769,0.25508200000000003,0.268569,0.000715,0.000262,0.00042199999999999996,0.07142899999999999,0.003283,,,,,
1097,,0.000377,0.220687,0.22882600000000003,0.000705,0.0,6.500000000000001e-05,0.0,0.00020299999999999997,False,False,1014.0,603.0,28489.0
1098,,0.000434,0.228981,0.240998,0.000909,2e-06,6.8e-05,0.0,0.000356,False,False,1377.0,986.0,17435.0
1099,,0.00013700000000000002,0.286491,0.302128,5e-06,0.000695,0.00027,0.0,0.0030510000000000003,,,,,
1100,,0.000852,0.209668,0.21874699999999997,0.001336,3.7e-05,6e-06,0.2,0.000364,False,False,1302.0,890.0,76404.0
1101,,0.00040199999999999996,0.25191199999999997,0.265822,0.001011,0.000117,0.00011100000000000001,0.0,0.0007469999999999999,False,False,1419.0,833.0,77507.0
1102,,0.000817,1.0,1.0,0.0,0.0,0.0,0.0,5.6999999999999996e-05,,,,,
1103,,0.00022799999999999999,0.26509099999999997,0.281409,0.0,0.00044400000000000006,0.000295,1.0,0.004856,,,,,
1104,,0.00042300000000000004,0.254344,0.2694,0.001539,5.2000000000000004e-05,7.2e-05,0.0,0.00099,,,,,
1105,,0.000889,0.265291,0.282154,0.004053,0.000468,0.000128,0.023809999999999998,0.002094,False,False,639.0,642.0,12957.0
1106,,0.000393,0.249704,0.26618200000000003,1e-05,0.003593,0.000424,0.47618999999999995,0.010823000000000001,,,,,
1107,,0.000123,0.233252,0.24889,0.0,0.0,0.000518,0.0,0.0,,,,,
1108,,0.000781,0.2413,0.257575,0.001525,0.00036,4.7e-05,0.083333,0.001308,,,,,
1109,,0.000909,0.26205900000000004,0.281962,0.002224,0.00028199999999999997,0.00011200000000000001,0.2,0.001968,False,False,482.0,489.0,3951.0
1110,,0.000323,0.278174,0.298152,0.004536,0.00023799999999999998,0.00024300000000000002,0.0,0.001353,,,,,
1111,,0.00031,0.235794,0.24654299999999998,0.000315,3e-06,5.9999999999999995e-05,0.333333,0.00028700000000000004,False,False,386.0,243.0,28053.0
1112,,0.000413,0.211604,0.22152600000000003,9.9e-05,3.5e-05,4e-06,0.333333,0.000151,False,False,755.0,629.0,25196.0
1113,,0.0008470000000000001,0.22288000000000002,0.23582600000000004,0.0017809999999999998,0.00049,2e-05,0.244444,0.001623,False,False,1757.0,818.0,25761.0
1114,,0.000797,0.234639,0.245178,0.001852,3.9e-05,2.6000000000000002e-05,0.1,0.0008089999999999999,False,False,1195.0,234.0,68256.0
1115,,0.000384,0.24025500000000002,0.251782,0.000598,0.00032900000000000003,4.9e-05,0.25,0.000551,False,False,1546.0,1570.0,41515.0
1116,,0.000468,0.257073,0.271649,0.00016,0.000101,9.2e-05,0.0,0.001334,,,,,
1117,,0.000196,0.195113,0.200808,0.0,5.3e-05,2.3e-05,0.0,0.000123,False,False,558.0,254.0,10824.0
1118,,0.000545,0.22804000000000002,0.237578,0.000424,5.6000000000000006e-05,3.3e-05,0.0,0.000349,False,False,1454.0,1038.0,44797.0
1119,,0.00022400000000000002,0.227008,0.238175,0.0,0.00025,2.8000000000000003e-05,1.0,0.00019099999999999998,False,False,419.0,498.0,14005.0
1120,,0.000123,0.198159,0.204626,0.0,0.0,1.6e-05,0.0,0.0,,,,,
1121,,0.00034700000000000003,0.154977,0.160737,0.0,0.0,1e-06,0.0,6.3e-05,,,,,
1122,,0.000273,0.199962,0.20862399999999998,0.0,1.2e-05,2.8000000000000003e-05,0.0,0.000421,False,False,41.0,109.0,55.0
1123,,0.000273,0.254098,0.269595,4.3e-05,3.6e-05,0.000433,0.0,0.00010700000000000001,,,,,
1124,,0.00018600000000000002,0.234483,0.244523,1e-06,1e-06,2.5e-05,0.0,6.8e-05,False,False,130.0,235.0,804.0
1125,,0.000292,0.244718,0.262201,0.003246,0.001991,0.000136,0.0,0.003098,False,False,1050.0,829.0,22101.0
1126,,0.0007830000000000001,0.257576,0.27171999999999996,0.003954999999999999,0.00011899999999999999,8.4e-05,0.06666699999999999,0.001492,False,False,1315.0,1339.0,47626.0
1127,,0.001308,0.23584699999999997,0.253791,0.002591,0.000285,6.3e-05,0.17619,0.001598,,,,,
1128,,0.001361,0.24887800000000002,0.268492,0.005404,0.000325,6.500000000000001e-05,0.064103,0.002025,False,False,2147.0,1246.0,37835.0
1129,,0.00035299999999999996,0.198195,0.204663,0.0,3.5e-05,9e-06,0.0,0.000118,,,,,
1130,,0.000167,0.249763,0.261997,0.0,9.499999999999999e-05,8.6e-05,0.0,0.0010890000000000001,False,False,170.0,283.0,6832.0
1131,,0.000123,0.18748900000000002,0.192474,0.0,0.0,1e-06,0.0,0.0,False,False,14.0,226.0,316.0
1132,,0.00024900000000000004,0.20970999999999998,0.217683,0.0,2e-06,7.000000000000001e-06,0.0,0.000122,False,False,85.0,107.0,4693.0
1133,,0.000123,0.219654,0.228358,0.0,0.0,2.4e-05,0.0,0.0,,,,,
1134,,0.000307,0.219538,0.2281,0.0,3.8e-05,2.4e-05,0.0,0.000433,,,,,
1135,,0.001023,0.24724400000000002,0.2677,0.001593,0.000295,0.000105,0.296703,0.002104,False,False,716.0,763.0,8836.0
1136,,0.000471,0.221615,0.23251100000000002,0.003081,1e-06,2.4e-05,0.2,0.00015800000000000002,False,False,762.0,1080.0,37733.0
1137,,0.000123,0.25287600000000005,0.267414,0.0,0.0,0.000206,0.0,0.0,False,False,62.0,124.0,641.0
1138,,0.00044500000000000003,0.236058,0.25038699999999997,0.000143,8.4e-05,0.00010800000000000001,0.333333,0.0019219999999999999,False,False,590.0,554.0,35827.0
1139,,0.000342,0.24608899999999997,0.260061,0.0,0.000123,0.00014,1.0,0.0023190000000000003,,,,,
1140,,0.000265,0.240529,0.254737,3e-06,0.000133,0.00010700000000000001,0.0,0.002098,False,False,383.0,484.0,13364.0
1141,,0.000231,0.216783,0.226683,0.0,1.1e-05,1.2e-05,0.0,0.00028199999999999997,False,False,340.0,287.0,5706.0
1142,,0.000231,0.216783,0.226683,0.0,1.1e-05,1.2e-05,0.0,0.00028199999999999997,,,,,
1143,,0.000206,0.226764,0.237756,0.0,5.9e-05,3.1e-05,0.0,0.000525,False,False,331.0,471.0,1973.0
1144,,0.000296,0.25161100000000003,0.26777199999999995,2.9999999999999997e-05,0.001065,0.000153,0.333333,0.00317,False,False,708.0,690.0,686.0
1145,,0.000123,0.175008,0.183865,0.0,0.0,0.0,0.0,0.0,,,,,
1146,,0.000621,0.21803899999999998,0.22913499999999998,0.003443,0.000207,8e-06,0.0,0.001893,False,False,1274.0,566.0,42787.0
1147,,0.000261,0.207767,0.21417199999999997,0.000213,0.001024,3e-06,0.0,0.010149,False,False,1477.0,917.0,83549.0
1148,,0.000539,0.20867199999999997,0.21602600000000002,0.0009960000000000001,5e-06,2e-06,0.0,0.000256,True,False,425.0,289.0,10091.0
1149,,0.00042300000000000004,0.255949,0.271879,0.001537,0.000479,1.4000000000000001e-05,0.0,0.00023999999999999998,False,False,4120.0,3558.0,72123.0
1150,,0.000258,0.180387,0.18629600000000002,0.0,0.0,1e-06,0.0,7.7e-05,False,False,539.0,399.0,27218.0
1151,,0.000605,0.22354200000000002,0.23421199999999998,0.00085,9.8e-05,4e-06,0.166667,0.000218,True,False,70.0,137.0,1457.0
1152,,0.00032599999999999996,0.23669400000000002,0.250279,0.00021899999999999998,5e-05,2.5e-05,0.0,0.00046100000000000004,False,False,561.0,375.0,47876.0
1153,,0.00042300000000000004,0.213015,0.224456,0.00022999999999999998,2e-06,7.000000000000001e-06,0.0,0.000321,False,False,55.0,75.0,1834.0
1154,,0.000333,0.243981,0.253481,0.00011899999999999999,0.002577,4e-05,0.2,0.040544,False,False,286.0,160.0,11207.0
1155,,0.000398,0.20674800000000002,0.214302,0.000941,1e-06,4e-06,0.0,0.00016999999999999999,,,,,
1156,,0.000349,0.211689,0.21968600000000002,0.0,5.4000000000000005e-05,2e-06,1.0,0.00018999999999999998,False,False,161.0,218.0,1131.0
1157,,0.000254,0.179039,0.184954,0.0,0.0,3e-06,0.0,0.00010800000000000001,False,False,298.0,246.0,15987.0
1158,,0.000528,0.183368,0.192915,0.00151,5.3e-05,3e-06,0.0,0.000128,False,False,626.0,1291.0,9902.0
1159,,0.001208,1.0,1.0,0.0,0.0,1.7e-05,1.0,0.000332,False,False,1061.0,1020.0,25772.0
1160,,0.001281,1.0,1.0,1e-06,0.0,1.7e-05,0.333333,0.00037999999999999997,False,False,1463.0,875.0,19359.0
1161,,0.000817,1.0,1.0,0.0,0.0,0.0,0.0,5.6999999999999996e-05,False,False,185.0,179.0,21458.0
1162,,0.000817,1.0,1.0,0.0,0.0,0.0,0.0,5.6999999999999996e-05,False,False,607.0,263.0,17409.0
1163,,0.000335,0.196495,0.204316,0.000106,0.000126,2e-06,0.0,0.000127,False,False,286.0,318.0,1532.0
1164,,0.000234,0.19087300000000001,0.199217,0.0,1e-06,4e-06,0.0,0.000148,False,False,73.0,86.0,2560.0
1165,,0.0009130000000000001,0.23028200000000001,0.244796,0.000642,0.00013000000000000002,7e-05,0.41111099999999995,0.0016309999999999999,False,False,649.0,526.0,27569.0
1166,,0.0008939999999999999,0.21723,0.23022600000000001,0.000621,0.000155,2.5e-05,0.267857,0.0007610000000000001,False,False,1811.0,1015.0,42450.0
1167,,0.00118,0.237387,0.256853,0.001456,0.000307,9.2e-05,0.340659,0.002036,False,False,237.0,205.0,706.0
1168,,0.000502,0.23190300000000003,0.24231999999999998,0.000234,0.000768,3.7e-05,0.416667,0.001114,False,False,756.0,604.0,10281.0
1169,,0.000359,0.182732,0.188416,5.6999999999999996e-05,0.000101,2e-06,0.333333,0.000236,False,False,1189.0,947.0,22792.0
1170,,0.000817,1.0,1.0,0.0,0.0,0.0,0.0,5.6999999999999996e-05,False,False,304.0,272.0,1928.0
1171,,0.000817,1.0,1.0,0.0,0.0,0.0,0.0,5.6999999999999996e-05,False,False,1000.0,1207.0,3267.0
1172,,0.000723,0.234014,0.248717,0.001835,4.8e-05,2e-05,0.0,0.000536,,,,,
1173,,0.000361,0.215146,0.22506900000000002,3.5e-05,7.2e-05,9e-06,0.0,0.000293,False,False,184.0,131.0,2381.0
1174,,0.000668,0.129135,0.131917,0.000686,0.0,0.0,0.0,0.000172,False,False,1138.0,449.0,13629.0
1175,,0.001,0.173985,0.180282,0.00164,9e-06,0.0,0.166667,0.00026000000000000003,False,False,782.0,629.0,32757.0
1176,,0.000817,1.0,1.0,0.0,0.0,0.0,0.0,5.6999999999999996e-05,False,False,358.0,373.0,2801.0
1177,,0.00021400000000000002,0.20863,0.21665700000000002,0.0,3.5e-05,4e-06,1.0,6.6e-05,,,,,
1178,,0.0008230000000000001,0.21037899999999998,0.22002800000000003,0.004492,0.0,2e-05,0.166667,0.00047300000000000006,False,False,249.0,396.0,1261.0
1179,,0.000283,0.235006,0.248493,4e-06,8.3e-05,1.9e-05,0.666667,0.000401,False,False,370.0,318.0,6622.0
1180,,0.000974,0.148263,0.15254700000000002,0.0007480000000000001,0.0,0.0,0.0,0.000138,False,False,296.0,239.0,15651.0
1181,,0.000558,0.184815,0.190413,0.000121,0.0,1e-06,0.0,0.00014,,,,,
1182,,0.0006450000000000001,0.181474,0.187568,0.000705,0.0,0.0,0.5,0.000127,False,False,445.0,211.0,10042.0
1183,,0.00042,0.173355,0.178179,2.9999999999999997e-05,2.9999999999999997e-05,1e-06,0.333333,0.00023999999999999998,False,False,613.0,101.0,24691.0
1184,,0.00022200000000000003,0.22373200000000001,0.23679299999999998,0.0,7.3e-05,5.4000000000000005e-05,1.0,0.00037999999999999997,False,False,268.0,587.0,18639.0
1185,,0.000817,1.0,1.0,0.0,0.0,0.0,0.0,5.6999999999999996e-05,False,False,602.0,496.0,28680.0
1186,,0.00041799999999999997,0.19233599999999998,0.201295,2e-05,0.0,2e-06,0.0,0.00015,False,False,313.0,233.0,12805.0
1187,,0.000291,0.192195,0.202255,0.0,3e-06,1.4000000000000001e-05,0.666667,0.000295,False,False,73.0,133.0,4568.0
1188,,0.000343,0.172448,0.177006,0.0,0.0,1e-06,0.0,8e-05,False,False,551.0,209.0,27428.0
1189,,0.00022,0.212714,0.22138200000000002,0.00014199999999999998,0.001017,8e-06,0.0,0.010114,False,False,192.0,208.0,22518.0
1190,,0.000504,0.225358,0.23699499999999998,2.8999999999999997e-05,0.00022400000000000002,5.4000000000000005e-05,0.466667,0.001013,False,False,233.0,114.0,6580.0
1191,,0.000778,0.208342,0.216525,0.001634,4.8e-05,1e-06,0.0,0.000357,False,False,582.0,435.0,10129.0
1192,,0.0005809999999999999,0.173927,0.17965,0.0,0.0,0.0,1.0,0.000147,False,False,219.0,282.0,6011.0
1193,,0.000273,0.198161,0.204622,0.0,3.5e-05,0.0,0.0,5.6999999999999996e-05,False,False,172.0,141.0,1204.0
1194,,0.000246,0.205258,0.21122399999999997,0.0,3.5e-05,0.0,0.0,6.6e-05,False,False,312.0,476.0,19290.0
1195,,0.00022200000000000003,0.22368400000000002,0.236319,0.0,7.3e-05,5.3e-05,0.0,0.00037999999999999997,False,False,250.0,288.0,269.0
1196,,0.00031600000000000004,0.22368400000000002,0.236319,0.0,7.4e-05,5.3e-05,1.0,0.00044400000000000006,False,False,660.0,449.0,5621.0
1197,,0.000207,0.198982,0.20595500000000003,0.0,8.7e-05,0.0,0.0,5.6999999999999996e-05,False,False,29.0,30.0,88.0
1198,,0.0006360000000000001,0.22958,0.243127,0.0011220000000000002,0.000273,5.9e-05,0.535714,0.001396,False,False,482.0,223.0,37955.0
1199,,0.0003,0.18082,0.185382,0.000805,0.000666,0.0,0.0,0.007935,,,,,
1200,,0.000273,0.198161,0.204622,0.0,3.5e-05,0.0,0.0,5.6999999999999996e-05,False,False,468.0,547.0,4392.0
1201,,0.0012720000000000001,1.0,1.0,0.0016129999999999999,0.001086,0.0,0.1,0.010394,False,False,1132.0,827.0,39896.0
1202,,0.000123,0.6,0.666667,0.0,0.0,0.0,0.0,0.0,,,,,
1203,,0.000817,1.0,1.0,0.0,0.0,0.0,0.0,5.6999999999999996e-05,,,,,
1204,,0.001208,1.0,1.0,0.0008060000000000001,0.000892,0.0,0.1,0.004592000000000001,False,False,311.0,619.0,5481.0
1205,,0.00028,0.198195,0.204663,0.0,3.5e-05,2.3e-05,0.0,0.00021899999999999998,,,,,
1206,,0.00032900000000000003,0.164379,0.170461,0.0,0.0,1e-06,0.0,7e-05,False,False,60.0,32.0,472.0
1207,,0.00040599999999999995,0.22888200000000003,0.240632,0.000526,5.9e-05,4e-06,0.0,0.000263,False,False,357.0,195.0,28956.0
1208,,0.000193,0.190253,0.19586800000000001,2.7000000000000002e-05,0.000117,1e-06,0.0,0.000129,False,False,1270.0,661.0,50492.0
1209,,0.000123,0.218543,0.227325,0.0,0.0,0.0,0.0,0.0,,,,,
1210,,0.000817,1.0,1.0,0.0,0.0,0.0,0.0,5.6999999999999996e-05,False,False,6732.0,3787.0,52297.0
1211,,0.000295,0.172787,0.178813,0.0,0.0,1e-06,0.0,7.5e-05,,,,,
1212,,0.000401,0.187879,0.19525499999999998,0.004688,0.00106,0.0,0.0,0.014627000000000001,False,False,458.0,198.0,1286.0
1213,,0.000539,0.143012,0.147861,0.0,5.2000000000000004e-05,1e-06,1.0,0.00011999999999999999,,,,,
1214,,0.000699,0.166851,0.174527,0.0007070000000000001,5.2000000000000004e-05,1e-06,0.5,0.00011999999999999999,False,False,538.0,463.0,7181.0
1215,,0.0004969999999999999,0.153622,0.157324,0.0,0.0,0.0,1.0,0.000127,False,False,350.0,46.0,31094.0
1216,,0.000164,0.186417,0.192928,0.0,2.8999999999999997e-05,0.0,0.0,6.4e-05,False,False,1114.0,966.0,17880.0
1217,,0.000227,0.18407300000000001,0.190358,0.0,1e-06,1e-06,0.0,8.499999999999999e-05,False,False,959.0,972.0,14938.0
1218,,0.00063,0.666667,0.75,0.0,0.0,0.0,0.0,6.3e-05,,,,,
1219,,0.00063,0.666667,0.75,0.0,0.0,0.0,0.0,6.3e-05,False,False,175.0,265.0,4091.0
1220,,0.000215,0.21067399999999997,0.219191,0.0016120000000000002,5.2000000000000004e-05,0.0,0.0,8.3e-05,False,False,272.0,515.0,5520.0
1221,,0.001192,1.0,1.0,1e-06,0.0,0.0,0.0,0.00011499999999999999,,,,,
1222,,0.000294,0.213015,0.22258899999999998,0.0,1e-05,3.3e-05,0.0,0.0004,False,False,342.0,591.0,15381.0
1223,,0.000172,0.198943,0.20942600000000003,0.0,7.099999999999999e-05,1.1e-05,0.0,0.000126,,,,,
